study,es,hat,rstudent,cook_d,comparison
38,-0.0561224088672522,0.0034399695789534804,0.4182278529666812,0.0006022577182748323,Strong Synergy
38,-0.4597420975664085,0.0034305742382680707,0.06134588154929626,1.2208727226570112e-05,Strong Synergy
51,-0.4684624923764314,0.0037930303545684546,0.05641053933128908,6.75552190033772e-06,Strong Synergy
51,-0.3905605535339329,0.0038406153414841655,0.1295281039218232,3.915181138556393e-06,Strong Synergy
4,0.8589960418256759,0.003499020940873903,1.2376768172996755,0.005421203646499737,Strong Synergy
4,0.7293223643294587,0.003497612905051399,1.1218403661074725,0.0044478999281847625,Strong Synergy
75,-2.3952387121209515,0.0038184926762507405,-1.737927680565824,0.01110564556534164,Strong Synergy
75,-2.5949990910229,0.00381289529094063,-1.922566359477025,0.013516976891582325,Strong Synergy
75,-1.9945623989292869,0.003815989729277541,-1.3643054039683735,0.007073572775927998,Strong Synergy
75,-1.7161623878625727,0.003807611392752627,-1.1038852125141434,0.004718778596421564,Strong Synergy
81,0.129993627763345,0.002054433836429528,0.4503537154524974,0.0004177185104476406,Strong Synergy
67,-0.3450561212455734,0.003820398774186256,0.17157844470485936,7.970798312720162e-05,Strong Synergy
67,0.0146294083698785,0.0037623034386565185,0.5027926361763259,0.0009407966592182484,Strong Synergy
67,-2.028247299407526,0.003411297409926434,-1.3195878468478208,0.005977209484706149,Strong Synergy
67,-0.4314308228373211,0.0036938858700664703,0.08959090958467747,2.6690565608393756e-05,Strong Synergy
67,-0.4810370569393627,0.0037984911284488377,0.044770365825938845,3.1336104383302593e-06,Strong Synergy
2,0.3698285153548998,0.0033059352710292852,0.7791291890159258,0.002020034647406998,Strong Synergy
2,-0.5635610703265025,0.003335090281824938,-0.02987950866027294,3.3351293657277086e-06,Strong Synergy
11,-1.358809739190454,0.0037689795379918438,-0.7676109270909014,0.0022820726599035476,Strong Synergy
11,-1.6508243933910831,0.0037644475777272464,-1.0371892683609747,0.0041081545057465784,Strong Synergy
22,-0.0560417500445055,0.0034399699883068376,0.4182991798988556,0.0006024643927497951,Strong Synergy
25,0.544864864864865,0.0034502202362799916,0.9509115895046013,0.0031465408448350532,Strong Synergy
