excluded,k,estimate,se,ci_lower,ci_upper,p_value,I2,comparison
57,277,-0.5252695361251618,0.06646390050319345,-0.6555387811114209,-0.39500029113890267,2.6645352591003757e-15,98.413717432629,Strong Synergy
57,277,-0.532064253115606,0.06646508946999576,-0.6623358284767977,-0.4017926777544143,1.1102230246251565e-15,98.41336563586088,Strong Synergy
57,277,-0.5337231244589747,0.06644728145676417,-0.6639597961142325,-0.403486452803717,8.881784197001252e-16,98.41256240007029,Strong Synergy
57,277,-0.5321448429458937,0.06646435168239799,-0.6624149722433937,-0.40187471364839367,1.1102230246251565e-15,98.4133312368548,Strong Synergy
58,277,-0.5305967482870787,0.06645649981206093,-0.6608514879187182,-0.4003420086554393,1.3322676295501878e-15,98.41402372968729,Strong Synergy
58,277,-0.5313426642664151,0.06645393322003137,-0.6615923733776765,-0.4010929551551536,1.3322676295501878e-15,98.41389858305507,Strong Synergy
58,277,-0.5288149806604288,0.066458018769768,-0.6590726974491741,-0.39855726387168344,1.7763568394002505e-15,98.41417312528401,Strong Synergy
58,277,-0.5326562379290886,0.06645326189875993,-0.662904631250658,-0.4024078446075191,1.1102230246251565e-15,98.41343991770012,Strong Synergy
58,277,-0.5314261423013511,0.06646122814180186,-0.6616901494592827,-0.4011621351434195,1.3322676295501878e-15,98.41379617724418,Strong Synergy
58,277,-0.531867052907121,0.06645870136932949,-0.6621261075910068,-0.40160799822323523,1.1102230246251565e-15,98.41367948513924,Strong Synergy
60,277,-0.5253451006882611,0.06646149091051232,-0.6556096228728653,-0.39508057850365697,2.6645352591003757e-15,98.4137755533765,Strong Synergy
60,277,-0.5317662182329643,0.06646543963814004,-0.6620384799237188,-0.4014939565422099,1.3322676295501878e-15,98.41356150076925,Strong Synergy
60,277,-0.5239074187922983,0.06644953224594287,-0.6541485019943463,-0.39366633559025027,3.1086244689504383e-15,98.41339071872505,Strong Synergy
60,277,-0.5245985556771796,0.06645556661893334,-0.6548514662502889,-0.3943456451040703,2.886579864025407e-15,98.41358553754601,Strong Synergy
60,277,-0.5306650547506143,0.06647223574246133,-0.6609506368058385,-0.4003794726953901,1.3322676295501878e-15,98.41389488435257,Strong Synergy
61,277,-0.5317222007644166,0.06647248623956609,-0.6620082737939661,-0.40143612773486703,1.3322676295501878e-15,98.41332391429698,Strong Synergy
61,277,-0.5331035431187267,0.06645568305838127,-0.663356681913154,-0.40285040432429936,1.1102230246251565e-15,98.41253896251582,Strong Synergy
61,277,-0.5254469084314485,0.06647123148204866,-0.6557305221362638,-0.39516329472663314,2.6645352591003757e-15,98.41367215211832,Strong Synergy
61,277,-0.5337275817461182,0.06644669778359201,-0.6639631094019586,-0.4034920540902779,8.881784197001252e-16,98.41213183979244,Strong Synergy
61,277,-0.524293605665331,0.06646006734900933,-0.6545553376693893,-0.3940318736612727,3.1086244689504383e-15,98.41327025054301,Strong Synergy
62,277,-0.5323425022937198,0.06647961213485226,-0.6626425420780302,-0.4020424625094094,1.1102230246251565e-15,98.39851957075089,Strong Synergy
62,277,-0.5300533400411087,0.06672507201329264,-0.6608344811871623,-0.39927219889505516,1.9984014443252818e-15,98.41081080172863,Strong Synergy
62,277,-0.5316510302498277,0.06657206286289116,-0.6621322734610944,-0.4011697870385611,1.3322676295501878e-15,98.40308576950729,Strong Synergy
62,277,-0.5281136802650503,0.06677220072440987,-0.6589871936848937,-0.397240166845207,2.6645352591003757e-15,98.41417650084357,Strong Synergy
63,277,-0.5312758717689583,0.06650481837347014,-0.6616253157809597,-0.40092642775695686,1.3322676295501878e-15,98.41230396324754,Strong Synergy
63,277,-0.5305198909309365,0.06647024729867027,-0.6608015756363302,-0.40023820622554285,1.5543122344752192e-15,98.41395304695757,Strong Synergy
64,277,-0.5347203535857942,0.06643262165792733,-0.6649282920353318,-0.4045124151362566,8.881784197001252e-16,98.41290987054121,Strong Synergy
64,277,-0.5239633568291878,0.06643607580388289,-0.6541780654047983,-0.39374864825357736,3.1086244689504383e-15,98.41361389756909,Strong Synergy
64,277,-0.5342789204992296,0.06643662268186987,-0.6644947009556945,-0.4040631400427647,8.881784197001252e-16,98.41305404454509,Strong Synergy
65,277,-0.5223840206088924,0.06642420774326285,-0.6525754677856876,-0.39219257343209724,3.774758283725532e-15,98.41319771982728,Strong Synergy
65,277,-0.5266048312013488,0.06645802896318709,-0.6568625679691955,-0.39634709443350213,2.220446049250313e-15,98.41406002581847,Strong Synergy
68,277,-0.532433241500129,0.0664710852169049,-0.6627165685252626,-0.4021499144749955,1.1102230246251565e-15,98.4098430167046,Strong Synergy
77,277,-0.5343222989088895,0.06643867042463292,-0.6645420929411701,-0.404102504876609,8.881784197001252e-16,98.41193078128242,Strong Synergy
78,277,-0.5325677117878083,0.06645776716495588,-0.6628249354311218,-0.40231048814449477,1.1102230246251565e-15,98.4133062212736,Strong Synergy
78,277,-0.5281073187836107,0.06647344915329649,-0.6583952791240718,-0.39781935844314964,1.9984014443252818e-15,98.41417328702319,Strong Synergy
78,277,-0.5342065374973206,0.06644135027658139,-0.6644315840394202,-0.40398149095522107,8.881784197001252e-16,98.41259680644151,Strong Synergy
79,277,-0.5319406671016611,0.06648404056592516,-0.6622493866108744,-0.4016319475924478,1.3322676295501878e-15,98.41176762376617,Strong Synergy
79,277,-0.5314174762098108,0.06648422859319623,-0.6617265642524754,-0.4011083881671462,1.3322676295501878e-15,98.41310299162612,Strong Synergy
80,277,-0.5288796541203981,0.06651783299526295,-0.6592546067911135,-0.39850470144968264,1.7763568394002505e-15,98.4141260792511,Strong Synergy
80,277,-0.5294418295658084,0.06651592041890592,-0.659813033586864,-0.3990706255447528,1.7763568394002505e-15,98.41398021253703,Strong Synergy
39,277,-0.5286868204374182,0.06650562413775464,-0.6590378437474174,-0.3983357971274191,1.7763568394002505e-15,98.41416056858799,Strong Synergy
39,277,-0.5312836801321799,0.06648738152174719,-0.6615989479148043,-0.4009684123495554,1.3322676295501878e-15,98.4131364539637,Strong Synergy
39,277,-0.5312233583420869,0.06647624198141065,-0.6615167926256518,-0.400929924058522,1.3322676295501878e-15,98.413581113655,Strong Synergy
39,277,-0.5313219677041464,0.06647540618679888,-0.6616137638302723,-0.40103017157802057,1.3322676295501878e-15,98.41353992769014,Strong Synergy
46,277,-0.5252561791040792,0.06650215522911723,-0.655600403353149,-0.3949119548550094,2.886579864025407e-15,98.41235671996431,Strong Synergy
46,277,-0.5275630125917836,0.06654571803245077,-0.6579926199353872,-0.3971334052481801,2.220446049250313e-15,98.41406803055297,Strong Synergy
46,277,-0.525707406786659,0.06651360487391042,-0.6560740723395233,-0.39534074123379453,2.6645352591003757e-15,98.41282923325836,Strong Synergy
83,277,-0.530809075273969,0.0664515717577309,-0.6610541559191216,-0.4005639946288164,1.3322676295501878e-15,98.41401251614569,Strong Synergy
84,277,-0.5276859558322784,0.06646232179992186,-0.6579521065601253,-0.39741980510443153,1.9984014443252818e-15,98.4141564850527,Strong Synergy
9,277,-0.5249965566415118,0.0666045546031787,-0.6555414836637421,-0.39445162961928154,3.1086244689504383e-15,98.40375599172488,Strong Synergy
9,277,-0.5258289195630463,0.06671204700424956,-0.6565845316913754,-0.39507330743471725,3.3306690738754696e-15,98.40849265990165,Strong Synergy
9,277,-0.5312928313795856,0.06657703291821405,-0.6617838158992851,-0.40080184685988607,1.5543122344752192e-15,98.4077886311932,Strong Synergy
9,277,-0.5311211993764137,0.06659051309715999,-0.6616386050468472,-0.4006037937059801,1.5543122344752192e-15,98.40846223483513,Strong Synergy
9,277,-0.5262292453634697,0.06675384649698501,-0.6570667844975604,-0.3953917062293791,3.1086244689504383e-15,98.41029283003739,Strong Synergy
9,277,-0.5267470902029578,0.06679762322454796,-0.6576704317230718,-0.39582374868284387,3.1086244689504383e-15,98.41213061456948,Strong Synergy
9,277,-0.531180080476342,0.06665805393853763,-0.6618298661958758,-0.40053029475680824,1.5543122344752192e-15,98.4037472382177,Strong Synergy
9,277,-0.5313581360636817,0.06663397598145056,-0.6619607289873247,-0.4007555431400386,1.5543122344752192e-15,98.40254388868006,Strong Synergy
12,277,-0.5305321506996082,0.06654923356036913,-0.6609686484779317,-0.4000956529212848,1.5543122344752192e-15,98.41249312453373,Strong Synergy
12,277,-0.5312156733671504,0.06652314285596889,-0.6616010333648494,-0.40083031336945135,1.3322676295501878e-15,98.41151996743173,Strong Synergy
12,277,-0.5309306090002477,0.06652946847682538,-0.6613283672148255,-0.4005328507856699,1.5543122344752192e-15,98.4121232048862,Strong Synergy
12,277,-0.5313923827099367,0.06651689678550739,-0.6617655004095312,-0.40101926501034224,1.3322676295501878e-15,98.41118278411795,Strong Synergy
17,277,-0.5272546053461797,0.0666331106456993,-0.6578555022117504,-0.3966537084806091,2.4424906541753444e-15,98.41372776050548,Strong Synergy
17,277,-0.5258587113932854,0.06657761560441756,-0.6563508379779439,-0.395366584808627,2.886579864025407e-15,98.41158874675487,Strong Synergy
17,277,-0.5259932940583761,0.06659119623354587,-0.6565120386761261,-0.3954745494406262,2.886579864025407e-15,98.41173283368555,Strong Synergy
17,277,-0.5268142181580394,0.06662359920345248,-0.6573964725968062,-0.39623196371927255,2.6645352591003757e-15,98.41320463517104,Strong Synergy
17,277,-0.5266978268664084,0.06661705249414279,-0.6572672497549283,-0.39612840397788857,2.6645352591003757e-15,98.4130546644722,Strong Synergy
30,277,-0.5304103690109865,0.06660785479366695,-0.6609617644065737,-0.39985897361539924,1.7763568394002505e-15,98.41153402181813,Strong Synergy
30,277,-0.5304751428719733,0.066606702414101,-0.6610242796036112,-0.39992600614033535,1.5543122344752192e-15,98.4113333403462,Strong Synergy
47,277,-0.5284945574681231,0.06700113471007317,-0.6598167814998666,-0.3971723334363797,3.1086244689504383e-15,98.4138375188007,Strong Synergy
47,277,-0.5278688737382999,0.06699235029174262,-0.6591738803101155,-0.3965638671664844,3.3306690738754696e-15,98.41413433115196,Strong Synergy
47,277,-0.5249899681175747,0.06663800394984472,-0.6556004558592703,-0.39437948037587905,3.3306690738754696e-15,98.40114367106227,Strong Synergy
47,277,-0.5311015549718818,0.06674194291266282,-0.661915763080701,-0.40028734686306267,1.7763568394002505e-15,98.39951575636694,Strong Synergy
70,277,-0.534064710162452,0.06614048886828901,-0.6637000683442985,-0.4044293519806056,6.661338147750939e-16,98.37849026064987,Strong Synergy
70,277,-0.528109097251399,0.06684522572104824,-0.6591257396646535,-0.3970924548381444,2.886579864025407e-15,98.41417703783944,Strong Synergy
70,277,-0.5286029153639211,0.06681931187131311,-0.6595687666316948,-0.3976370640961474,2.6645352591003757e-15,98.41393304726617,Strong Synergy
70,277,-0.5250559266983379,0.06659950942484318,-0.6555909651710305,-0.39452088822564524,3.1086244689504383e-15,98.40505263576861,Strong Synergy
70,277,-0.5374756459725641,0.0653751329871279,-0.6656109066273348,-0.4093403853177935,2.220446049250313e-16,98.3415957416068,Strong Synergy
70,277,-0.5347117413553989,0.06602457924984008,-0.6641199166850854,-0.4053035660257124,6.661338147750939e-16,98.3740765814213,Strong Synergy
70,277,-0.5281165060975243,0.06684802811482723,-0.6591386412025857,-0.39709437099246286,2.886579864025407e-15,98.41417686073163,Strong Synergy
70,277,-0.5270121863837703,0.0668087608022809,-0.657957357556241,-0.3960670152112998,3.1086244689504383e-15,98.41286806027315,Strong Synergy
76,277,-0.5247799729851703,0.06647611056398085,-0.6550731496905728,-0.39448679627976785,2.886579864025407e-15,98.41290510306297,Strong Synergy
76,277,-0.5243682437946201,0.06646939289595097,-0.654648253870684,-0.39408823371855617,3.1086244689504383e-15,98.41263982796598,Strong Synergy
76,277,-0.5243682437946201,0.06646939289595097,-0.654648253870684,-0.39408823371855617,3.1086244689504383e-15,98.41263982796598,Strong Synergy
5,277,0.49102305160126875,0.030776778941761413,0.43070056487541636,0.5513455383271211,0.0,90.23151809099492,Human Augmentation
5,277,0.4915383952062305,0.03083188330975305,0.4311079039191145,0.5519688864933465,0.0,90.26715668156245,Human Augmentation
5,277,0.49157137865110323,0.030835940382206616,0.4311329355019783,0.5520098218002282,0.0,90.27117965270577,Human Augmentation
5,277,0.4924147206907095,0.030915878065259004,0.43181959968280187,0.5530098416986171,0.0,90.32456531944463,Human Augmentation
5,277,0.49180504921063134,0.030867821022597376,0.4313041200063405,0.5523059784149222,0.0,90.32564978147872,Human Augmentation
5,277,0.49196247920375985,0.03087830885863944,0.43144099384082657,0.5524839645666931,0.0,90.33191988859058,Human Augmentation
5,277,0.49128360148968403,0.030829703700160308,0.4308573822373698,0.5517098207419983,0.0,90.29973153846025,Human Augmentation
5,277,0.49367905360654335,0.030960469090135417,0.43299653418987794,0.5543615730232088,0.0,90.38575279402619,Human Augmentation
5,277,0.49160116536936327,0.030845902371339374,0.4311431967215381,0.5520591340171884,0.0,90.29355557796639,Human Augmentation
5,277,0.4902059452937445,0.030708834678211432,0.4300166293244501,0.550395261263039,0.0,90.20170416415115,Human Augmentation
5,277,0.49161547531686883,0.03084716943296933,0.43115502322824895,0.5520759274054887,0.0,90.29440207457111,Human Augmentation
5,277,0.4901084969957119,0.03069960123137657,0.4299372785822138,0.55027971540921,0.0,90.1960755329251,Human Augmentation
6,277,0.4925893339520411,0.03090666747185739,0.4320122657072006,0.5531664021968815,0.0,90.36800351411131,Human Augmentation
6,277,0.49274300181029507,0.030912361293015122,0.4321547736759854,0.5533312299446047,0.0,90.37189370134726,Human Augmentation
6,277,0.4929969186994874,0.03092132743185766,0.43239111693304644,0.5536027204659284,0.0,90.37737141378643,Human Augmentation
6,277,0.4922919180822131,0.030894198287888627,0.4317392894379514,0.5528445467264749,0.0,90.36001023271183,Human Augmentation
7,277,0.49156465626550394,0.030851004094026614,0.4310966882412118,0.5520326242897962,0.0,90.37390656491077,Human Augmentation
9,277,0.49299355432175435,0.030952801714473028,0.4323260629613872,0.5536610456821215,0.0,90.35966193047852,Human Augmentation
9,277,0.4933944855560276,0.030974722973163362,0.4326840285286274,0.5541049425834278,0.0,90.37387550200047,Human Augmentation
9,277,0.49457634275446133,0.03100369421107445,0.4338091021007554,0.5553435834081673,0.0,90.39162470480196,Human Augmentation
9,277,0.49488008445552906,0.031000068014937113,0.43411995114625235,0.5556402177648058,0.0,90.38872981591643,Human Augmentation
14,277,0.49574290011514877,0.030898758523114706,0.43518133340984394,0.5563044668204535,0.0,90.37697914799787,Human Augmentation
14,277,0.49422753204286185,0.030919632864386964,0.4336250516286634,0.5548300124570603,0.0,90.39180783118287,Human Augmentation
14,277,0.4939141744407139,0.030917460373756145,0.4333159521081519,0.5545123967732759,0.0,90.39119612675195,Human Augmentation
14,277,0.4943625229728331,0.03091862693367215,0.4337620141828357,0.5549630317628306,0.0,90.39171658343375,Human Augmentation
20,277,0.4884033238625902,0.030538213475915274,0.42854842544979627,0.5482582222753841,0.0,90.09403485914704,Human Augmentation
20,277,0.4915722890589018,0.030848150070630877,0.4311099149204653,0.5520346631973383,0.0,90.30532942833032,Human Augmentation
20,277,0.4871338279571089,0.03040150892370238,0.42754687046665224,0.5467207854475655,0.0,89.99964928097592,Human Augmentation
27,277,0.49384555314140827,0.030928974375585748,0.4332247633652602,0.5544663429175564,0.0,90.3904299700578,Human Augmentation
27,277,0.49513349120669387,0.030920698595388256,0.43452892195973286,0.5557380604536548,0.0,90.38624404269837,Human Augmentation
27,277,0.4930821531596281,0.030907505142759962,0.4325034430798186,0.5536608632394376,0.0,90.38416267997763,Human Augmentation
68,277,0.4898726290252265,0.030794443309998303,0.42951552013762984,0.5502297379128231,0.0,90.31523642163133,Human Augmentation
69,277,0.4951549285709233,0.030871831422581417,0.43464613898266374,0.5556637181591829,0.0,90.38786548465855,Human Augmentation
69,277,0.4925561433509796,0.030865854230762893,0.4320590690586843,0.5530532176432749,0.0,90.3854502502447,Human Augmentation
69,277,0.4943182429869826,0.030876987891425744,0.43379934671978815,0.5548371392541771,0.0,90.39156362668153,Human Augmentation
69,277,0.4932379873281156,0.03087349738611513,0.43272593245132995,0.5537500422049012,0.0,90.38991954744874,Human Augmentation
72,277,0.4936572074222822,0.030928200118780894,0.43303793518947165,0.5542764796550927,0.0,90.38888953329747,Human Augmentation
72,277,0.49355862298652925,0.030926668833760617,0.4329423520723584,0.5541748939007001,0.0,90.38793153319314,Human Augmentation
72,277,0.49512471597277696,0.030925523075459208,0.4345106907448769,0.555738741200677,0.0,90.38607521902897,Human Augmentation
72,277,0.4892087175565403,0.03072408761849919,0.42898950582428186,0.5494279292887987,0.0,90.25359626053451,Human Augmentation
72,277,0.4891342878987877,0.030719120474556466,0.42892481176865704,0.5493437640289184,0.0,90.2502428322377,Human Augmentation
72,277,0.4969192562374875,0.030841649631340524,0.4364696229600601,0.5573688895149149,0.0,90.3284172975552,Human Augmentation
74,277,0.49472034649899915,0.030993406563447148,0.4339732696346427,0.5554674233633555,0.0,90.39059395841062,Human Augmentation
74,277,0.49658052192271107,0.030847312412495536,0.4361197895942198,0.5570412542512023,0.0,90.2890788986706,Human Augmentation
74,277,0.49582058857507577,0.03094212420515223,0.4351740251329774,0.5564671520171741,0.0,90.35449996673978,Human Augmentation
84,277,0.49250105121896004,0.030929904893054885,0.4318784376285725,0.5531236648093476,0.0,90.3111349046323,Human Augmentation
43,277,0.4964450415260358,0.03087365047575421,0.43593268659355755,0.556957396458514,0.0,90.35092232974596,Human Augmentation
43,277,0.4970611820018062,0.03083126065404528,0.4366319111198775,0.557490452883735,0.0,90.32191629487721,Human Augmentation
43,277,0.4949069994020803,0.030928395769947013,0.43428734369298416,0.5555266551111765,0.0,90.388733594367,Human Augmentation
43,277,0.49650411198277455,0.030870121327690153,0.43599867418050187,0.5570095497850472,0.0,90.34850631909855,Human Augmentation
43,277,0.49773852385574824,0.03077023395218661,0.4374288653094625,0.558048182402034,0.0,90.2801044972535,Human Augmentation
43,277,0.4941158511506862,0.030931856982540137,0.4334894114649075,0.5547422908364649,0.0,90.39159637737194,Human Augmentation
43,277,0.49639554384602846,0.03087652170297918,0.4358775613081893,0.5569135263838676,0.0,90.35288836649254,Human Augmentation
43,277,0.49815801612366106,0.03072496633244986,0.43793708211205934,0.5583789501352627,0.0,90.24899429550176,Human Augmentation
43,277,0.49282558799980014,0.030909152076428508,0.43224364993000025,0.5534075260696,0.0,90.3772532194311,Human Augmentation
43,277,0.49666116242704367,0.03086019135679229,0.43617518736773075,0.5571471374863566,0.0,90.3417105944943,Human Augmentation
43,277,0.4978709297646397,0.030756550193795928,0.4375880913847997,0.5581537681444797,0.0,90.2707102500276,Human Augmentation
43,277,0.49391957341274784,0.03093050412655447,0.4332957853247011,0.5545433615007946,0.0,90.39082520346078,Human Augmentation
43,277,0.49675127374840217,0.0308541322323015,0.43627717457309123,0.5572253729237131,0.0,90.3375648970235,Human Augmentation
43,277,0.4979483736866778,0.030748286124883843,0.4376817328819055,0.5582150144914502,0.0,90.26503271627786,Human Augmentation
43,277,0.49392528966723015,0.030930555101829994,0.43330140166764336,0.554549177666817,0.0,90.39085542092025,Human Augmentation
1,277,0.4950465947179241,0.030926184422259608,0.4344312732502953,0.5556619161855529,0.0,90.38715617961176,Human Augmentation
1,277,0.4949371907739954,0.030927960384062,0.4343183884212339,0.5555559931267569,0.0,90.38842117578533,Human Augmentation
1,277,0.49537744165985426,0.03091886850528688,0.43477645938949194,0.5559784239302166,0.0,90.3820259748698,Human Augmentation
1,277,0.49532695260899406,0.03092017832744272,0.43472340308720636,0.5559305021307818,0.0,90.38293865892938,Human Augmentation
1,277,0.4951730452472007,0.030923738245591536,0.43456251828584125,0.5557835722085601,0.0,90.38543023645951,Human Augmentation
1,277,0.4961860386078886,0.03088781451790916,0.4356459221527867,0.5567261550629906,0.0,90.360626335879,Human Augmentation
1,277,0.4941297356767828,0.03093192120231368,0.43350317012024797,0.5547563012333177,0.0,90.391629835059,Human Augmentation
1,277,0.49402934016565864,0.03093136239117801,0.43340386987894974,0.5546548104523675,0.0,90.39132462478273,Human Augmentation
1,277,0.4942744251757072,0.030932336432354664,0.43364704576829205,0.5549018045831223,0.0,90.3918083420149,Human Augmentation
1,277,0.4937961170789285,0.03092923772786718,0.4331748111323088,0.5544174230255482,0.0,90.39006164266658,Human Augmentation
1,277,0.49491748914683,0.03092824716019132,0.434298124712855,0.555536853580805,0.0,90.38862683077285,Human Augmentation
1,277,0.49385000162616743,0.030929829145359345,0.4332275365012631,0.5544724667510718,0.0,90.39042084637289,Human Augmentation
1,277,0.4958448983940766,0.030903287461583294,0.43527445496937334,0.5564153418187798,0.0,90.37125340997274,Human Augmentation
1,277,0.4953744506783238,0.03091894807624029,0.43477331244889283,0.5559755889077548,0.0,90.38208137009326,Human Augmentation
1,277,0.49524606341646726,0.030922129985142762,0.43463868864558747,0.5558534381873471,0.0,90.38430230029714,Human Augmentation
1,277,0.4944966754761729,0.03093204652633573,0.4338698642845549,0.5551234866677909,0.0,90.39146117797308,Human Augmentation
3,277,0.4911354060654091,0.03084462399125548,0.43067994304254836,0.5515908690882698,0.0,90.36557789452223,Human Augmentation
3,277,0.4917845072147112,0.030860231880202614,0.43129845272951406,0.5522705616999083,0.0,90.3753512942598,Human Augmentation
3,277,0.4922341519202241,0.030869176720462712,0.4317305655481172,0.552737738292331,0.0,90.38091832495937,Human Augmentation
3,277,0.4919443823791849,0.030863594341356985,0.4314517374701252,0.5524370272882446,0.0,90.37744816459916,Human Augmentation
3,277,0.48932120027432086,0.030786027352585954,0.4289805866632524,0.5496618138853894,0.0,90.32868609495713,Human Augmentation
3,277,0.49019469417599243,0.03081685044180287,0.4297936673100588,0.550595721041926,0.0,90.34810761888788,Human Augmentation
6,277,0.49105042514799746,0.03083158961251678,0.43062050950746456,0.5514803407885304,0.0,90.32167611357745,Human Augmentation
6,277,0.4919528645339941,0.030878274504979902,0.4314314465042335,0.5524742825637547,0.0,90.3533536823613,Human Augmentation
6,277,0.4926277638082924,0.030906077396408656,0.4320518521113314,0.5532036755052533,0.0,90.37084284405498,Human Augmentation
6,277,0.4917035637880197,0.030866182025108227,0.4312058470188076,0.5522012805572318,0.0,90.34355864042496,Human Augmentation
6,277,0.4946387275197341,0.03093781144766367,0.4340006170823133,0.5552768379571549,0.0,90.39084017093732,Human Augmentation
6,277,0.4940758279119246,0.03093771193383696,0.4334379125216042,0.5547137433022451,0.0,90.391381571324,Human Augmentation
6,277,0.4945695987799003,0.030937710325370446,0.43393168654217423,0.5552075110176263,0.0,90.39120012066508,Human Augmentation
6,277,0.4941602562910234,0.030938732347131213,0.4335203408906462,0.5548001716914006,0.0,90.39163345025493,Human Augmentation
8,277,0.49563860763102474,0.030913129795943527,0.4350488732309754,0.5562283420310741,0.0,90.37590900023426,Human Augmentation
8,277,0.4949118627288278,0.03093145206898976,0.4342862166736079,0.5555375087840477,0.0,90.38861432105978,Human Augmentation
8,277,0.4974603194950657,0.030791497930060252,0.4371089835521476,0.5578116554379838,0.0,90.29205632712649,Human Augmentation
8,277,0.4971634056908653,0.03082969298711873,0.4367372074361126,0.5575896039456181,0.0,90.32640692391169,Human Augmentation
10,277,0.49121330589888673,0.030850376193075586,0.43074656856045856,0.5516800432373149,0.0,90.36182594982795,Human Augmentation
10,277,0.49149489972980315,0.030858315441839285,0.43101260146379816,0.5519771979958081,0.0,90.36692470541938,Human Augmentation
10,277,0.49094426409784314,0.03084225441186516,0.43049344545058743,0.5513950827450989,0.0,90.35659913450604,Human Augmentation
10,277,0.4955242629230864,0.030886960494745746,0.43498582035338473,0.556062705492788,0.0,90.3838397207524,Human Augmentation
10,277,0.49598672317717984,0.030877464511434596,0.435466892734768,0.5565065536195917,0.0,90.377359260974,Human Augmentation
10,277,0.4957449211399324,0.030882804563553003,0.4352146241953685,0.5562752180844963,0.0,90.38099501323494,Human Augmentation
15,277,0.4930292018138576,0.030883473176340215,0.4324975943882308,0.5535608092394845,0.0,90.38784115296416,Human Augmentation
15,277,0.4914623927068619,0.03085444829583491,0.4309876740470254,0.5519371113666983,0.0,90.36970714795315,Human Augmentation
16,277,0.4963303579150825,0.0308819025800919,0.43580182885810237,0.5568588869720626,0.0,90.3487193650111,Human Augmentation
16,277,0.49498286117064155,0.030937550806718058,0.4343452615894742,0.5556204607518089,0.0,90.38759562812614,Human Augmentation
23,277,0.4941334364054138,0.03093805665176007,0.43349484536796407,0.5547720274428636,0.0,90.3915695939111,Human Augmentation
23,277,0.4951642346065964,0.03093525009253005,0.43453114442523755,0.5557973247879553,0.0,90.3847917244558,Human Augmentation
23,277,0.49442785353658764,0.03093910860976358,0.43378720066145104,0.5550685064117242,0.0,90.39167997979956,Human Augmentation
23,277,0.495151467960211,0.03093250734583062,0.434523753562383,0.555779182358039,0.0,90.38520052378867,Human Augmentation
23,277,0.49614071262058457,0.030894451301814452,0.43558758806902825,0.5566938371721409,0.0,90.35618744077057,Human Augmentation
23,277,0.49553369483259424,0.030923024228164595,0.43492456734539164,0.5561428223197968,0.0,90.37703145293577,Human Augmentation
23,277,0.4968060997236403,0.030845226099126682,0.43634945656935203,0.5572627428779287,0.0,90.32356569299145,Human Augmentation
23,277,0.4963942365533124,0.03087746511477303,0.4358744049283573,0.5569140681782675,0.0,90.34644457813012,Human Augmentation
23,277,0.497278211481948,0.030796872560139302,0.43691634126407497,0.557640081699821,0.0,90.28921177828519,Human Augmentation
24,277,0.4955388250738241,0.030865154788527218,0.4350431216883107,0.5560345284593374,0.0,90.38459513348536,Human Augmentation
24,277,0.4955173681303324,0.030865465679625916,0.43502105539826563,0.5560136808623992,0.0,90.38480206978268,Human Augmentation
38,277,0.4936865685735175,0.030877928032355742,0.43316582963010025,0.5542073075169347,0.0,90.39141506879999,Human Augmentation
38,277,0.4935916981725972,0.03087748377367581,0.4330718299761926,0.5541115663690017,0.0,90.39118164048976,Human Augmentation
51,277,0.4942179945867157,0.03095964589706557,0.4335370886284672,0.5548989005449643,0.0,90.39156962324181,Human Augmentation
51,277,0.4965595932469624,0.03161379107153183,0.43459656274676,0.5585226237471648,0.0,90.3244741317957,Human Augmentation
4,277,0.49259387416154155,0.030873565108581216,0.43208168654872237,0.5531060617743607,0.0,90.3848744183852,Human Augmentation
4,277,0.4929963484769911,0.030878155094454008,0.43247516449186124,0.553517532462121,0.0,90.38811076765842,Human Augmentation
75,277,0.49527943779390693,0.030982250456197676,0.4345542268997595,0.5560046486880543,0.0,90.37905837621473,Human Augmentation
75,277,0.4950265519020351,0.030968640290100477,0.43432801693343814,0.555725086870632,0.0,90.38616415185149,Human Augmentation
75,277,0.49464940300636556,0.030974160982914386,0.4339400474798534,0.5553587585328777,0.0,90.39096737597447,Human Augmentation
75,277,0.4958410990543181,0.03093451703576483,0.43520944566421904,0.5564727524444172,0.0,90.35582719112094,Human Augmentation
81,277,0.495088869463757,0.03096384943027093,0.43439972458042597,0.5557780143470881,0.0,90.38500494721477,Human Augmentation
67,277,0.49217336084925734,0.030895060907483656,0.4316190414705894,0.5527276802279253,0.0,90.30155037979863,Human Augmentation
67,277,0.4932752235698855,0.030920144738928554,0.4326717398815855,0.5538787072581854,0.0,90.38470610835282,Human Augmentation
67,277,0.4924450361167302,0.030872810699759865,0.43193432714520086,0.5529557450882595,0.0,90.38316695911554,Human Augmentation
67,277,0.49395516676809775,0.030908083931311944,0.43337532226272635,0.5545350112734692,0.0,90.39151868202369,Human Augmentation
67,277,0.4938012026409202,0.030961618340215234,0.43311643069409833,0.5544859745877421,0.0,90.38776412948948,Human Augmentation
2,277,0.49401204487831224,0.03087140836071002,0.4335040844913206,0.5545200052653039,0.0,90.3918085760318,Human Augmentation
2,277,0.49631468030782755,0.030848406480094532,0.4358518036068423,0.5567775570088128,0.0,90.37492787278774,Human Augmentation
11,277,0.49206636390580166,0.03088085013875526,0.4315398976338414,0.552592830177762,0.0,90.36565150149565,Human Augmentation
