Paper_Name,Paper_ID,Exp_ID,Treatment_ID,Measure_ID,Exp_ID_Cleaned,ES_ID,Title,Authors,Year,Industry,Venue,Exp_Design,Comp_Type,Task_Desc,Marketing_Task,Task_Data_Cleaned,Task_Data_IsCategoric,Task_Data_IsCode,Task_Data_IsImage,Task_Data_IsNumeric,Task_Data_IsText,Task_Data_IsVideo,Task_Output,Task_Output_Cleaned,Task_Type,AI_Type,AI_Data_In,AI_Data_Out,AI_Type_Cleaned,Final_Decision,Division_Labor,Condition_Name,AI_Expl_Incl,AI_Conf_Incl,AI_Expl_Type,Perf_Metric,Perf_Metric_Cleaned,Perf_Dir,N_Exp,N_Human,N_HumanAI,Participant_Type,Participant_Type_2,Participant_Source,Participant_Expert,Participant_Crowdworker,Avg_Perf_Human,Avg_Perf_AI,Avg_Perf_HumanAI,Avg_Perf_Human_Adj,Avg_Perf_AI_Adj,Avg_Perf_HumanAI_Adj,Baseline,Avg_Perf_Baseline_Adj,Avg_Perf_Worse_Adj,Synergy,Sd_Perf_Human,Sd_Perf_AI,Sd_Perf_HumanAI,Sd_Perf_Baseline,Sd_Perf_Worse,Est_ES,Notes,Notes_2,es_s,variance_s,es_h,variance_h,es_a,variance_a,es_n,variance_n
Rajpurkar_2020,60,1,1,1,60.1,60.1.1.1,CheXaid: deep learning assistance for physician diagnosis of tuberculosis using chest x-rays in patients with HIV,"Rajpurkar, Pranav; O'Connell, Chloe; Schechter, Amit; Asnani, Nishit; Li, Jason; Kiani, Amirhossein; Ball, Robyn L.; Mendelson, Marc; Maartens, Gary; van Hoving, Daniel J.; Griesel, Rulan; Ng, Andrew Y.; Boyles, Tom H.; Lungren, Matthew P.",2020,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Classify chest x-rays,"Categoric, Image, Numeric",Multiple,Yes,No,Yes,Yes,No,No,Binary,Binary,Decide,Deep,"Categoric, Image, Numeric",Binary,Deep,Human,No,,Yes,Yes,Image,Accuracy,Accuracy,Up,13,13,13,Physicians,Specialists (Expert),Email Lists,Yes,No,0.6015,0.7677,0.6515,0.6015,0.7677,0.6515,AI,0.7677,0.6015,0,0.0474,0.0413,0.0834,0.041262139,0.0474,No,Focused on diagnoses across all categories (Fig 4),Double check values in WebPlotDigitizer,-1.7103045234640744,0.1970389903879755,0.7138394717350521,0.1534732011985269,-1.7099958672101667,0.1970199504981317,0.7138394717350521,0.1534732011985269
Rajpurkar_2020,60,1,1,2,60.1,60.1.1.2,CheXaid: deep learning assistance for physician diagnosis of tuberculosis using chest x-rays in patients with HIV,"Rajpurkar, Pranav; O'Connell, Chloe; Schechter, Amit; Asnani, Nishit; Li, Jason; Kiani, Amirhossein; Ball, Robyn L.; Mendelson, Marc; Maartens, Gary; van Hoving, Daniel J.; Griesel, Rulan; Ng, Andrew Y.; Boyles, Tom H.; Lungren, Matthew P.",2020,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Classify chest x-rays,"Categoric, Image, Numeric",Multiple,Yes,No,Yes,Yes,No,No,Binary,Binary,Decide,Deep,"Categoric, Image, Numeric",Binary,Deep,Human,No,,Yes,Yes,Image,Sensitivity,Accuracy,Up,13,13,13,Physicians,Specialists (Expert),Email Lists,Yes,No,0.7046,0.6492,0.7292,0.7046,0.6492,0.7292,Human,0.7046,0.6492,1,0.1124,0.074,0.1133,0.112443718,0.074,No,All translations,,0.2110622321907269,0.1450864011468495,0.21110295518019573,0.1450867112078686,0.8096377765103133,0.15610540127412595,0.8096377765103133,0.15610540127412595
Rajpurkar_2020,60,1,1,3,60.1,60.1.1.3,CheXaid: deep learning assistance for physician diagnosis of tuberculosis using chest x-rays in patients with HIV,"Rajpurkar, Pranav; O'Connell, Chloe; Schechter, Amit; Asnani, Nishit; Li, Jason; Kiani, Amirhossein; Ball, Robyn L.; Mendelson, Marc; Maartens, Gary; van Hoving, Daniel J.; Griesel, Rulan; Ng, Andrew Y.; Boyles, Tom H.; Lungren, Matthew P.",2020,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Classify chest x-rays,"Categoric, Image, Numeric",Multiple,Yes,No,Yes,Yes,No,No,Binary,Binary,Decide,Deep,"Categoric, Image, Numeric",Binary,Deep,Human,No,,Yes,Yes,Image,Specificity,Accuracy,Up,13,13,13,Physicians,Specialists (Expert),Email Lists,Yes,No,0.52,0.8615,0.61,0.52,0.8615,0.61,AI,0.8615,0.52,0,0.1201,0.0418,0.1517,0.041802343,0.1201,No,All translations,,-2.1889660764330032,0.23070076604020318,0.6370474617458326,0.1516022600075139,-2.1889747349994373,0.2307014497014767,0.6370474617458326,0.1516022600075139
Rajpurkar_2020,60,1,1,4,60.1,60.1.1.4,CheXaid: deep learning assistance for physician diagnosis of tuberculosis using chest x-rays in patients with HIV,"Rajpurkar, Pranav; O'Connell, Chloe; Schechter, Amit; Asnani, Nishit; Li, Jason; Kiani, Amirhossein; Ball, Robyn L.; Mendelson, Marc; Maartens, Gary; van Hoving, Daniel J.; Griesel, Rulan; Ng, Andrew Y.; Boyles, Tom H.; Lungren, Matthew P.",2020,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Classify chest x-rays,"Categoric, Image, Numeric",Multiple,Yes,No,Yes,Yes,No,No,Binary,Binary,Decide,Deep,"Categoric, Image, Numeric",Binary,Deep,Human,No,,Yes,Yes,Image,PPV,Accuracy,Up,13,13,13,Physicians,Specialists (Expert),Email Lists,Yes,No,0.5377,0.7438,0.5515,0.5377,0.7438,0.5515,AI,0.7438,0.5377,0,0.052,0.0734,0.113,0.073432334,0.052,No,Worse Quality,,-1.954271714006227,0.2131632687360818,0.15193962266566183,0.14469933290558806,-1.9545272041377584,0.21318127993239308,0.15193962266566183,0.14469933290558806
Rajpurkar_2020,60,1,1,5,60.1,60.1.1.5,CheXaid: deep learning assistance for physician diagnosis of tuberculosis using chest x-rays in patients with HIV,"Rajpurkar, Pranav; O'Connell, Chloe; Schechter, Amit; Asnani, Nishit; Li, Jason; Kiani, Amirhossein; Ball, Robyn L.; Mendelson, Marc; Maartens, Gary; van Hoving, Daniel J.; Griesel, Rulan; Ng, Andrew Y.; Boyles, Tom H.; Lungren, Matthew P.",2020,Healthcare,NPJ Digital Medicine,Within-Subjects,Dependent Samples,Classify chest x-rays,"Categoric, Image, Numeric",Multiple,Yes,No,Yes,Yes,No,No,Binary,Binary,Decide,Deep,"Categoric, Image, Numeric",Binary,Deep,Human,No,,Yes,Yes,Image,NPV,Accuracy,Up,13,13,13,Physicians,Specialists (Expert),Email Lists,Yes,No,0.6985,0.7954,0.7846,0.6985,0.7954,0.7846,AI,0.7954,0.6985,0,0.052,0.0734,0.113,0.073432334,0.052,No,Worse Quality,,-0.10975628971017842,0.14450023672418566,0.9479711240227134,0.16049044804765872,-0.1097706386099212,0.14450029353506377,0.9479711240227134,0.16049044804765872
Steiner_2020,61,1,1,1,61.1,61.1.1.1,Evaluation of the Use of Combined Artificial Intelligence and Pathologist Assessment to Review and Grade Prostate Biopsies,"Steiner, David F.; Nagpal, Kunal; Sayres, Rory; Foote, Davis J.; Wedin, Benjamin D.; Pearce, Adam; Cai, Carrie J.; Winter, Samantha R.; Symonds, Matthew; Yatziv, Liron; Kapishnikov, Andrei; Brown, Trissia; Flament-Auvigne, Isabelle; Tan, Fraser; Stumpe, Martin C.; Jiang, Pan-Pan; Liu, Yun; Chen, Po-Hsuan Cameron; Corrado, Greg S.; Terry, Michael; Mermel, Craig H.",2020,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify prostrate biopsies,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Shallow,Image,Categorical,Shallow,Human,No,All biopsies,Yes,No,Image,Agreement with Subspecialists,Accuracy,Up,20,20,20,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.697,0.746,0.759,0.697,0.746,0.759,AI,0.746,0.697,1,0.0342,0.1004,0.0319,0.100394889,0.0342,No,Better Quality,,0.17105876801111922,0.09641733650974393,1.8375630221420278,0.13661345757476062,0.17105085852624086,0.096417304016502,1.8375630221420278,0.13661345757476062
Steiner_2020,61,1,1,2,61.1,61.1.1.2,Evaluation of the Use of Combined Artificial Intelligence and Pathologist Assessment to Review and Grade Prostate Biopsies,"Steiner, David F.; Nagpal, Kunal; Sayres, Rory; Foote, Davis J.; Wedin, Benjamin D.; Pearce, Adam; Cai, Carrie J.; Winter, Samantha R.; Symonds, Matthew; Yatziv, Liron; Kapishnikov, Andrei; Brown, Trissia; Flament-Auvigne, Isabelle; Tan, Fraser; Stumpe, Martin C.; Jiang, Pan-Pan; Liu, Yun; Chen, Po-Hsuan Cameron; Corrado, Greg S.; Terry, Michael; Mermel, Craig H.",2020,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify prostrate biopsies,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Shallow,Image,Categorical,Shallow,Human,No,Grade group 1,Yes,No,Image,Agreement with Subspecialists,Accuracy,Up,20,20,20,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.723,0.773,0.785,0.723,0.773,0.785,AI,0.773,0.723,1,0.0411,0.0,0.0297,0.0,0.0411,No,Better Quality,,,,1.6947868301290154,0.1305572736724119,,,1.6947868301290154,0.1305572736724119
Steiner_2020,61,1,1,3,61.1,61.1.1.3,Evaluation of the Use of Combined Artificial Intelligence and Pathologist Assessment to Review and Grade Prostate Biopsies,"Steiner, David F.; Nagpal, Kunal; Sayres, Rory; Foote, Davis J.; Wedin, Benjamin D.; Pearce, Adam; Cai, Carrie J.; Winter, Samantha R.; Symonds, Matthew; Yatziv, Liron; Kapishnikov, Andrei; Brown, Trissia; Flament-Auvigne, Isabelle; Tan, Fraser; Stumpe, Martin C.; Jiang, Pan-Pan; Liu, Yun; Chen, Po-Hsuan Cameron; Corrado, Greg S.; Terry, Michael; Mermel, Craig H.",2020,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify prostrate biopsies,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Shallow,Image,Categorical,Shallow,Human,No,Tumor detection,Yes,No,Image,Accuracy,Accuracy,Up,20,20,20,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.927,0.958,0.942,0.927,0.958,0.942,AI,0.958,0.927,0,0.016,0.0,0.0137,0.0,0.016,No,No UHCI,,,,0.9870773914239787,0.10776585686810264,,,0.9870773914239787,0.10776585686810264
Steiner_2020,61,1,1,4,61.1,61.1.1.4,Evaluation of the Use of Combined Artificial Intelligence and Pathologist Assessment to Review and Grade Prostate Biopsies,"Steiner, David F.; Nagpal, Kunal; Sayres, Rory; Foote, Davis J.; Wedin, Benjamin D.; Pearce, Adam; Cai, Carrie J.; Winter, Samantha R.; Symonds, Matthew; Yatziv, Liron; Kapishnikov, Andrei; Brown, Trissia; Flament-Auvigne, Isabelle; Tan, Fraser; Stumpe, Martin C.; Jiang, Pan-Pan; Liu, Yun; Chen, Po-Hsuan Cameron; Corrado, Greg S.; Terry, Michael; Mermel, Craig H.",2020,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify prostrate biopsies,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Shallow,Image,Categorical,Shallow,Human,No,Tumor detection,Yes,No,Image,Specificity,Accuracy,Up,20,20,20,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.935,0.925,0.961,0.935,0.925,0.961,Human,0.935,0.925,1,0.0388,0.0,0.0297,0.038788934,0.0,No,UHCI,,0.7376949312074602,0.10260077477289108,0.737562275033388,0.10259842473555786,,,,
Steiner_2020,61,1,1,5,61.1,61.1.1.5,Evaluation of the Use of Combined Artificial Intelligence and Pathologist Assessment to Review and Grade Prostate Biopsies,"Steiner, David F.; Nagpal, Kunal; Sayres, Rory; Foote, Davis J.; Wedin, Benjamin D.; Pearce, Adam; Cai, Carrie J.; Winter, Samantha R.; Symonds, Matthew; Yatziv, Liron; Kapishnikov, Andrei; Brown, Trissia; Flament-Auvigne, Isabelle; Tan, Fraser; Stumpe, Martin C.; Jiang, Pan-Pan; Liu, Yun; Chen, Po-Hsuan Cameron; Corrado, Greg S.; Terry, Michael; Mermel, Craig H.",2020,Healthcare,JAMA Network Open,Within-Subjects,Dependent Samples,Classify prostrate biopsies,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Shallow,Image,Categorical,Shallow,Human,No,Tumor detection,Yes,No,Image,Sensitivity,Accuracy,Up,20,20,20,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.926,0.965,0.939,0.926,0.965,0.939,AI,0.965,0.926,0,0.0183,0.0,0.0183,0.0,0.0183,No,HAI = Feature-Based,,,,0.6962689537871333,0.10188744471097512,,,0.6962689537871333,0.10188744471097512
Tschandl_2020,62,1,2,2,62.1,62.1.2.2,Human-computer collaboration for skin cancer recognition,"Tschandl, Philipp; Rinner, Christoph; Apalla, Zoe; Argenziano, Giuseppe; Codella, Noel; Halpern, Allan; Janda, Monika; Lallas, Aimilios; Longo, Caterina; Malvehy, Josep; Paoli, John; Puig, Susana; Rosendahl, Cliff; Soyer, H. Peter; Zalaudek, Iris; Kittler, Harald",2020,Healthcare,Nature Medicine,Within-Subjects,Dependent Samples,Classify images of skin lesions,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,"HAI = Multiclass Probabilities, AI = Malignant Groups Summed",Yes,Yes,"Image, Numeric",Sensitivity,Accuracy,Up,302,302,302,"Physicians, Residents",Specialists (Expert),Invitation,Yes,No,0.8,0.81,0.86,0.8,0.81,0.86,AI,0.81,0.8,1,0.1773,0.1773,0.1773,0.177328033,0.1773,No,HAI = Example-Based,,0.28163414597009484,0.006671515553540886,0.33798769381745397,0.0067003490820050655,0.28165641151454485,0.006671525910102713,0.33798769381745397,0.0067003490820050655
Tschandl_2020,62,1,2,3,62.1,62.1.2.3,Human-computer collaboration for skin cancer recognition,"Tschandl, Philipp; Rinner, Christoph; Apalla, Zoe; Argenziano, Giuseppe; Codella, Noel; Halpern, Allan; Janda, Monika; Lallas, Aimilios; Longo, Caterina; Malvehy, Josep; Paoli, John; Puig, Susana; Rosendahl, Cliff; Soyer, H. Peter; Zalaudek, Iris; Kittler, Harald",2020,Healthcare,Nature Medicine,Within-Subjects,Dependent Samples,Classify images of skin lesions,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,"HAI = Multiclass Probabilities, AI = Malignant Groups Summed",Yes,Yes,"Image, Numeric",Specificity,Accuracy,Up,302,302,302,"Physicians, Residents",Specialists (Expert),Invitation,Yes,No,0.8,0.92,0.88,0.8,0.92,0.88,AI,0.92,0.8,0,0.266,0.1773,0.0887,0.177328033,0.266,No,HAI = Feature-Based,,-0.284948059521294,0.006673065989803545,0.402982926707704,0.006740116949641833,-0.2849840945944432,0.006673082948730878,0.402982926707704,0.006740116949641833
Tschandl_2020,62,1,3,1,62.1,62.1.3.1,Human-computer collaboration for skin cancer recognition,"Tschandl, Philipp; Rinner, Christoph; Apalla, Zoe; Argenziano, Giuseppe; Codella, Noel; Halpern, Allan; Janda, Monika; Lallas, Aimilios; Longo, Caterina; Malvehy, Josep; Paoli, John; Puig, Susana; Rosendahl, Cliff; Soyer, H. Peter; Zalaudek, Iris; Kittler, Harald",2020,Healthcare,Nature Medicine,Within-Subjects,Dependent Samples,Classify images of skin lesions,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,"HAI = Malignancy Probabilities, AI = Malignant Groups Summed",No,Yes,,Sensitivity,Accuracy,Up,301,301,301,"Physicians, Residents",Specialists (Expert),Invitation,Yes,No,0.79,0.83,0.86,0.79,0.83,0.86,AI,0.83,0.79,1,0.2656,0.2656,0.2656,0.2655513,0.2656,No,HAI = Example-Based,,0.1128209014740067,0.006638455909199814,0.26322463677134533,0.0066853141205509585,0.11281055861629102,0.0066384539757769565,0.26322463677134533,0.0066853141205509585
Tschandl_2020,62,1,3,2,62.1,62.1.3.2,Human-computer collaboration for skin cancer recognition,"Tschandl, Philipp; Rinner, Christoph; Apalla, Zoe; Argenziano, Giuseppe; Codella, Noel; Halpern, Allan; Janda, Monika; Lallas, Aimilios; Longo, Caterina; Malvehy, Josep; Paoli, John; Puig, Susana; Rosendahl, Cliff; Soyer, H. Peter; Zalaudek, Iris; Kittler, Harald",2020,Healthcare,Nature Medicine,Within-Subjects,Dependent Samples,Classify images of skin lesions,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,"HAI = Malignancy Probabilities, AI = Malignant Groups Summed",No,Yes,,Specificity,Accuracy,Up,301,301,301,"Physicians, Residents",Specialists (Expert),Invitation,Yes,No,0.8,0.93,0.82,0.8,0.93,0.82,AI,0.93,0.8,0,0.177,0.0885,0.177,0.0885171,0.177,No,HAI = Learned,,-0.7850895415228382,0.007138562433067584,0.11285304846887657,0.00663846191967012,-0.7851198829210654,0.007138601904220764,0.11285304846887657,0.00663846191967012
Jussupow_2021,63,1,1,1,63.1,63.1.1.1,Augmenting Medical Diagnosis Decisions? An Investigation into Physiciansâ€™ Decision-Making Process with Artificial Intelligence,"Jussupow, Ekaterina; Spohrer, Kai; Heinzl, Armin; Gawlitza, Joshua",2021,Healthcare,Information Systems Research,Within-Subjects,Dependent Samples,Diagnose chronic obstructive pulmonary disease (COPD),Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,Novices,Yes,No,Numeric,Accuracy,Accuracy,Up,68,68,60,Physicians,Specialists (Non-Expert),Not Specified,No,No,0.75,0.5,0.758,0.75,0.5,0.758,Human,0.75,0.5,1,0.433,0.0,0.428,0.433,0.0,No,HAI = Random,,0.018465091447046136,0.031000755796289598,0.018464368302546604,0.03291145971827404,,,,
Jussupow_2021,63,1,2,1,63.1,63.1.2.1,Augmenting Medical Diagnosis Decisions? An Investigation into Physiciansâ€™ Decision-Making Process with Artificial Intelligence,"Jussupow, Ekaterina; Spohrer, Kai; Heinzl, Armin; Gawlitza, Joshua",2021,Healthcare,Information Systems Research,Within-Subjects,Dependent Samples,Diagnose chronic obstructive pulmonary disease (COPD),Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,Experts,Yes,No,Numeric,Accuracy,Accuracy,Up,12,12,11,Physicians,Specialists (Expert),Not Specified,Yes,No,0.8333,0.5,0.773,0.8333,0.5,0.773,Human,0.8333,0.5,0,0.3727,0.0,0.419,0.3727,0.0,No,HAI = Omniscient,,-0.14698256914729932,0.16231053444060725,-0.14629576776378359,0.1687215792953507,,,,
Zhao_2022,64,1,1,1,64.1,64.1.1.1,Deep Learning Assisted Diagnosis of Musculoskeletal Tumors Based on Contrast-Enhanced Magnetic Resonance Imaging,"Zhao, Keyang; Zhang, Mingzi; Xie, Zhaozhi; Yan, Xu; Wu, Shenghui; Liao, Peng; Lu, Hongtao; Shen, Wei; Fu, Chicheng; Cui, Haoyang; Fang, Qu; Mei, Jiong",2022,Healthcare,Journal of Magnetic Resonance Imaging,Within-Subjects,Dependent Samples,Diagnose malignant musculoskeletal tumors,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,Calculate from data in chart; AI = average of the three models shown,No,Yes,,Sensitivity,Accuracy,Up,7,7,7,Physicians,Specialists (Expert),Invitation,Yes,No,0.7343,0.6167,0.9229,0.7343,0.6167,0.9229,Human,0.7343,0.6167,1,0.181,0.0,0.0789,0.181002499,0.0,No,HAI = Update,,1.2645935349436945,0.30045988846748706,1.2646082068062234,0.30046104997046363,,,,
Zhao_2022,64,1,1,2,64.1,64.1.1.2,Deep Learning Assisted Diagnosis of Musculoskeletal Tumors Based on Contrast-Enhanced Magnetic Resonance Imaging,"Zhao, Keyang; Zhang, Mingzi; Xie, Zhaozhi; Yan, Xu; Wu, Shenghui; Liao, Peng; Lu, Hongtao; Shen, Wei; Fu, Chicheng; Cui, Haoyang; Fang, Qu; Mei, Jiong",2022,Healthcare,Journal of Magnetic Resonance Imaging,Within-Subjects,Dependent Samples,Diagnose malignant musculoskeletal tumors,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,Calculate from data in chart; AI = average of the three models shown,No,Yes,,Specificity,Accuracy,Up,7,7,7,Physicians,Specialists (Expert),Invitation,Yes,No,0.6143,0.8,0.5714,0.6143,0.8,0.5714,AI,0.8,0.6143,0,0.1376,0.0,0.1254,0.0,0.1376,No,HAI = Learned,,,,-0.30508411514064154,0.25331752813675196,,,-0.30508411514064154,0.25331752813675196
Zhao_2022,64,1,1,3,64.1,64.1.1.3,Deep Learning Assisted Diagnosis of Musculoskeletal Tumors Based on Contrast-Enhanced Magnetic Resonance Imaging,"Zhao, Keyang; Zhang, Mingzi; Xie, Zhaozhi; Yan, Xu; Wu, Shenghui; Liao, Peng; Lu, Hongtao; Shen, Wei; Fu, Chicheng; Cui, Haoyang; Fang, Qu; Mei, Jiong",2022,Healthcare,Journal of Magnetic Resonance Imaging,Within-Subjects,Dependent Samples,Diagnose malignant musculoskeletal tumors,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,Binary,Deep,Human,No,Calculate from data in chart; AI = average of the three models shown,No,Yes,,Accuracy,Accuracy,Up,7,7,7,Physicians,Specialists (Expert),Invitation,Yes,No,0.6971,0.68,0.8086,0.6971,0.68,0.8086,Human,0.6971,0.68,1,0.1183,0.0,0.0615,0.118281343,0.0,No,HAI = Random,,1.1073060168643771,0.28878259598087574,1.1071685414503867,0.2887730669806538,,,,
Zhu_2022,65,1,1,1,65.1,65.1.1.1,Two-step artificial intelligence system for endoscopic gastric biopsy improves the diagnostic accuracy of pathologists,"Zhu, Yan; Yuan, Wei; Xie, Chun-Mei; Xu, Wei; Wang, Jia-Ping; Feng, Li; Wu, Hui-Li; Lu, Pin-Xiang; Geng, Zi-Han; Lv, Chuan-Feng; Li, Quan-Lin; Hou, Ying-Yong; Chen, Wei-Feng; Zhou, Ping-Hong",2022,Healthcare,Frontiers in Oncology,Within-Subjects,Dependent Samples,Diagnose gastric cancer,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,Focused on diagnoses across all categories (Fig 4),Yes,No,Image,Accuracy,Accuracy,Up,8,8,8,Pathologists,Specialists (Expert),Not Specified,Yes,No,0.6649,0.8695,0.7383,0.6649,0.8695,0.7383,AI,0.8695,0.6649,0,0.0773,0.0,0.0573,0.0,0.0773,Yes,HAI = Omniscient,,,,1.0199514979894486,0.2525307237759348,,,1.0199514979894486,0.2525307237759348
Zhu_2022,65,1,1,2,65.1,65.1.1.2,Two-step artificial intelligence system for endoscopic gastric biopsy improves the diagnostic accuracy of pathologists,"Zhu, Yan; Yuan, Wei; Xie, Chun-Mei; Xu, Wei; Wang, Jia-Ping; Feng, Li; Wu, Hui-Li; Lu, Pin-Xiang; Geng, Zi-Han; Lv, Chuan-Feng; Li, Quan-Lin; Hou, Ying-Yong; Chen, Wei-Feng; Zhou, Ping-Hong",2022,Healthcare,Frontiers in Oncology,Within-Subjects,Dependent Samples,Diagnose gastric cancer,Image,Image,No,No,Yes,No,No,No,Categoric,Categoric,Decide,Deep,Image,Categorical,Deep,Human,No,Focused on diagnoses across all categories (Fig 4),Yes,No,Image,Time (Minutes),Time,Up,8,8,8,Pathologists,Specialists (Expert),Not Specified,Yes,No,461.44,221.0,305.71,-461.44,-221.0,-305.71,AI,-221.0,-461.44,0,117.96,0.0,82.43,0.0,117.96,Yes,HAI = Update,,,,1.446923522922542,0.2819531104331458,,,1.446923522922542,0.2819531104331458
Hemmer_2022,68,1,1,1,68.1,68.1.1.1,On the effect of information asymmetry in human-AI teams,"Hemmer, Patrick; Schemmer, Max; KÃ¼hl, Niklas; VÃ¶ssing, Michael; Satzger, Gerhard",2022,Healthcare,"CHI Conference on Human Factors in Computing Systems (CHI â€™22), Workshop on
Human-Centered Explainable AI (HCXAI)",Between-Subjects,Independent Samples,Classify blood vessels,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,No UHCI,No,Yes,,MAE,Error,Down,154,53,53,Crowdworkers,Crowdworkers,Prolific,No,Yes,251282.0,163080.0,160095.0,-251282.0,-163080.0,-160095.0,AI,-163080.0,-251282.0,1,61968.0,0.0,18562.0,0.0,61968.0,No,"Concurrent, AI, HAI = B, Noise = 110",,,,1.9791151463042098,0.05540201425912976,,,1.9791151463042098,0.05540201425912976
Winkel_2021,77,1,1,1,77.1,77.1.1.1,Impact of artificial intelligence support on accuracy and reading time in breast tomosynthesis image interpretation: a multi-reader multi-case study,"Winkel, Suzanne L. van; RodrÃ­guez-Ruiz, Alejandro; Appelman, Linda; Gubern-MÃ©rida, Albert; Karssemeijer, Nico; Teuwen, Jonas; Wanders, Alexander J. T.; Sechopoulos, Ioannis; Mann, Ritse M.",2021,Healthcare,European Radiology,Within-Subjects,Dependent Samples,Screen mammography images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,"Image, Numeric",Deep,Human,No,All radiologists,Yes,Yes,Image,AUC,Other,Up,18,18,18,Radiologists,Specialists (Expert),Hospital,Yes,No,0.83,0.84,0.86,0.83,0.84,0.86,AI,0.84,0.83,1,0.04,0.0,0.03,0.0,0.04,No,https://osf.io/bjgu9/,,,,0.8296719565922165,0.11536801341258955,,,0.8296719565922165,0.11536801341258955
Sun_2021,78,1,1,1,78.1,78.1.1.1,Deep learning model improves radiologistsâ€™ performance in detection and classification of breast lesions,"Sun, Yingshi; Qu, Yuhong; Wang, Dong; Li, Yi; Lin, Ye; Du, Jing; Xu, Bin; Li, Baojian; Li, Xiao-Ting; Zhang, Kexin; Shi, Yanjie; Sun, Rui-Jia; Wang, Yichuan; Long, Rong; Chen, De-Yue; Li, Haijin; Wang, Liwei; Cao, Min; Yin, Yanxin; Xing, L.; Zhang, Jie; Cheng, Ming; Liang, Jie; Yang, Guijuan; Zhu, Juan",2021,Healthcare,Chinese Journal of Cancer Research,Within-Subjects,Dependent Samples,Screen mammography images,Image,Image,No,No,Yes,No,No,No,Binary,Binary,Decide,Deep,Image,"Binary, Image",Deep,Human,No,All radiologists,Yes,No,Image,AUC,Other,Up,12,12,12,Radiologists,Specialists (Expert),Hospital,Yes,No,0.81,0.84,0.85,0.81,0.84,0.85,AI,0.84,0.81,1,0.04,0.0,0.03,0.0,0.04,No,"Include all trials, all participants",,,,1.0923580619709403,0.17854501016333435,,,1.0923580619709403,0.17854501016333435
